Sample	Chloroquine	Pyrimethamine	Sulfadoxine	Mefloquine	Artemisinin	Piperaquine	SP (uncomplicated)	SP (IPTp)	AS-MQ	DHA-PPQ	HRP2	HRP3	HRP2 and HRP3
SPT36317	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36319	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36344	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36350	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36356	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36357	Sensitive	Resistant	Undetermined	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36358	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36361	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36363	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36369	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36375	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36379	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36384	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36386	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36415	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36446	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36477	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36483	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36485	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36495	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36599	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36600	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36601	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36602	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36603	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36605	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36606	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36607	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36609	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36610	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36612	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36613	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36614	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36616	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36617	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36618	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36619	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36621	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36622	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36624	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36625	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	uncallable	uncallable	uncallable
SPT36626	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36627	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36628	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36629	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36630	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36632	Undetermined	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36633	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36635	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36636	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36637	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36638	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36640	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36641	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36642	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36643	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36644	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36645	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36646	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36647	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT36648	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36649	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36650	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36651	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36653	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36654	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36655	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36656	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36657	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36658	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36659	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36660	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36661	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36662	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36664	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36665	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36666	Undetermined	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36667	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36669	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36670	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36671	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36672	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36673	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36674	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36675	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36676	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36677	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36678	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36679	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36680	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36681	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36682	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36683	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36684	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36685	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36686	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36687	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36688	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36689	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36690	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36691	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36693	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36694	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36696	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36697	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36703	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36705	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36709	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36710	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36711	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36713	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36861	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36862	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36863	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36864	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36865	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36866	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36867	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36868	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36869	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36870	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36871	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36872	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36874	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36875	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36876	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36877	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36878	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36879	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36880	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36881	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36882	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36883	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36884	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36885	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36886	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36887	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36888	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36889	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36890	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36891	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT36892	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36893	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36894	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36896	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36897	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT36898	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36899	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36900	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36901	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36902	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36903	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36904	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT36905	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36906	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36907	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36908	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36909	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36910	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36911	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36912	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36913	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36914	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT36915	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36916	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36918	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36919	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36920	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36921	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36922	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36923	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36924	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36925	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT36926	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38302	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38303	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38304	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38305	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38306	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
